# entity	source_path	class	shape	context	feature	evidence
#
# THE ENTITY DENOMINATOR. Until this file existed, "how many entities still need notes?" had no
# answer, so "finished" was a claim rather than a measurement, and it was wrong every time it was
# made. Every candidate class file in the domain layer is here exactly once.
#
# class  — the skill's four documented types (aggregate-root, legacy-poco-root, child, lookup) plus
#          the classes that legitimately are NOT knowledge-graph entities (projection, join-table,
#          enum-only, identity-framework, keyless-view, dto, infrastructure).
# shape  — pair (business + technical note) | single (one note) | covered-by:<canonical note>
#          | none (excluded classes only).
# evidence — REQUIRED on every excluded row. An exclusion without a stated reason is how a blind
#          spot enters a graph that reports itself complete; _depth-ledger.tsv enforces the same rule
#          on depth claims, for the same reason.
#
# verify-notes.js checks this file in four directions: a candidate file with no row FAILS, a row
# whose file left git FAILS, a row whose note is missing FAILS, and a note claiming an entity with no
# row FAILS. Expectation therefore comes from code and observation from disk - never both from the
# same place, which is the error that produced two false "all clear" results in this project.
DeliverymanBreakLog	Shared/TalabatkLogic/TalabatkModels/DeliverymanBreakLog.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by DeliveryMen; documented inside the Driver-Operations note
DeliverymanTransaction	Shared/TalabatkLogic/TalabatkModels/DeliverymanTransaction.cs	child	pair	Delivery	Delivery Man Operations	existing canonical pair DeliverymanTransaction.business.md + DeliverymanTransaction.technical.md
DeliverymanZone	Shared/TalabatkLogic/TalabatkModels/DeliverymanZone.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by DeliveryMen/DeliveryZone; documented inside the Driver-Operations note
DriverDismissalLog	Shared/TalabatkLogic/TalabatkModels/DriverDismissalLog.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by DeliveryMen; documented inside the Driver-Operations note
DriverPerformanceReportDto	Shared/TalabatkLogic/TalabatkModels/DriverPerformanceReportDto.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
EntityBase	Shared/TalabatkLogic/TalabatkModels/EntityBase.cs	infrastructure	none	-	-	base/abstract type, not a persisted entity (pathA-A-models-batch04-final.md: EntityBase has zero derived types in the live project)
EntityChangeHistory	Shared/TalabatkLogic/TalabatkModels/EntityChangeHistory.cs	legacy-poco-root	covered-by:Configuration	Admin	Admin Back-Office	legacy-poco-root; documented inside the Configuration note
ErpJournalLog	Shared/TalabatkLogic/TalabatkModels/ErpJournalLog.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
ErpOrderStatuses	Shared/TalabatkLogic/Constants/ErpOrderStatuses.cs	infrastructure	none	-	-	not an entity: a static class exposing one `int[]` of order-status ids that the ERP sales-order sync treats as "expected" (`ErpOrderStatuses.cs:7-14`); no state and no invariants
ErpRushOrderLog	Shared/TalabatkLogic/TalabatkModels/ErpRushOrderLog.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
ExclusiveOfferItem	Shared/TalabatkLogic/TalabatkModels/ExclusiveOfferItem.cs	legacy-poco-root	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	legacy-poco-root; documented inside the Discount-Resolution note
ExcutionHistory	Shared/TalabatkLogic/TalabatkModels/ExcutionHistory.cs	child	covered-by:Configuration	Admin	Admin Back-Office	child owned by JournalSubuscriptions; documented inside the Configuration note
ExternalCustomer	Shared/TalabatkLogic/TalabatkModels/ExternalCustomer.cs	legacy-poco-root	covered-by:Order.ExternalDelivery	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order.ExternalDelivery note
ExternalCustomerAdress	Shared/TalabatkLogic/TalabatkModels/ExternalCustomerAdress.cs	child	covered-by:Order.ExternalDelivery	Customer Ordering	Order & Fulfilment	child owned by ExternalCustomer; documented inside the Order.ExternalDelivery note
ExternalDeliveryRequests	Shared/TalabatkLogic/TalabatkModels/ExternalDeliveryRequests.cs	legacy-poco-root	covered-by:Order.ExternalDelivery	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order.ExternalDelivery note
FAQItem	Shared/TalabatkLogic/TalabatkModels/FAQItem.cs	legacy-poco-root	covered-by:Notification-Delivery	Customer Ordering	Marketing & Content	legacy-poco-root; documented inside the Notification-Delivery note
Favourites	Shared/TalabatkLogic/TalabatkModels/Favourites.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by Customer; documented inside the Discovery-Utilities note
FawryCashCollectionTransaction	Shared/TalabatkLogic/TalabatkModels/FawryCashCollectionTransaction.cs	legacy-poco-root	covered-by:Money-Path	Customer Ordering	Payments	legacy-poco-root; documented inside the Money-Path note
FawryTransaction	Shared/TalabatkLogic/TalabatkModels/FawryTransaction.cs	legacy-poco-root	covered-by:Money-Path	Customer Ordering	Payments	legacy-poco-root; documented inside the Money-Path note
FoodType	Shared/TalabatkLogic/TalabatkModels/FoodType.cs	legacy-poco-root	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	legacy-poco-root; documented inside the Discovery-Utilities note
FoodTypesDescription	Shared/TalabatkLogic/TalabatkModels/FoodTypesDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by FoodType; documented inside the Discovery-Utilities note
HomeSearchDefaultRestaurantRow	Shared/TalabatkLogic/TalabatkModels/HomeSearchDefaultRestaurantRow.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
ImageBank	Shared/TalabatkLogic/TalabatkModels/ImageBank.cs	legacy-poco-root	covered-by:Mart-and-Reference-Entities	Admin	Catalog & Content Administration	legacy-poco-root; documented inside the Mart-and-Reference-Entities note
ItemDescription	Shared/TalabatkLogic/TalabatkModels/ItemDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItem; documented inside the Discovery-Utilities note
ItemReplacementItemSpRow	Shared/TalabatkLogic/TalabatkModels/ItemReplacementItemSpRow.cs	projection	none	-	-	stored-procedure result shape — its own summary says "one replaced item as sp_GetItemReplacementItems returns it" (`ItemReplacementItemSpRow.cs:5-8`); public setters, no invariants
ItemReplacementReport	Shared/TalabatkLogic/TalabatkModels/ItemReplacementReport.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
ItemReplacementReportSpRow	Shared/TalabatkLogic/TalabatkModels/ItemReplacementReportSpRow.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
ItemReplacementResultStatusSpRow	Shared/TalabatkLogic/TalabatkModels/ItemReplacementResultStatusSpRow.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
ItemReplacementTopItemSpRow	Shared/TalabatkLogic/TalabatkModels/ItemReplacementTopItemSpRow.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
ItemsByCategory	Shared/TalabatkLogic/TalabatkModels/ItemsByCategory.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
JournalSubuscriptions	Shared/TalabatkLogic/TalabatkModels/JournalSubuscriptions.cs	legacy-poco-root	covered-by:Driver-Cash-Cycle	Delivery	Driver Cash & Compensation	legacy-poco-root; documented inside the Driver-Cash-Cycle note
LanGuage	Shared/TalabatkLogic/TalabatkModels/LanGuage.cs	lookup	covered-by:Configuration	Admin	Admin Back-Office	lookup; documented inside the Configuration note
LastTaskUserView	Shared/TalabatkLogic/TalabatkModels/LastTaskUserView.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
LoyaltyConfigAuditLog	Shared/TalabatkLogic/TalabatkModels/LoyaltyConfigAuditLog.cs	legacy-poco-root	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	legacy-poco-root; documented inside the Discount-Resolution note
LoyaltyPoints	Shared/TalabatkLogic/TalabatkModels/LoyaltyPoints.cs	child	single	Customer Ordering	Discounts & Coupons	existing canonical note LoyaltyPoints.md
LoyaltyPointsSrc	Shared/TalabatkLogic/TalabatkModels/LoyaltyPointsSrc.cs	child	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	child owned by LoyaltyPoints; documented inside the Discount-Resolution note
MainCategory	Shared/TalabatkLogic/TalabatkModels/MainCategory.cs	lookup	covered-by:MenuStructure	Customer Ordering	Restaurant & Menu Discovery	lookup; documented inside the MenuStructure note
MartBrandOffers	Shared/TalabatkLogic/TalabatkModels/MartBrandOffers.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
MartMainCategory	Shared/TalabatkLogic/TalabatkModels/MartMainCategory.cs	legacy-poco-root	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	legacy-poco-root; documented inside the Discovery-Utilities note
MartMainCategoryDto	Shared/TalabatkLogic/TalabatkModels/MartMainCategoryDto.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
MartProductCategoryDto	Shared/TalabatkLogic/TalabatkModels/MartProductCategoryDto.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
MartSubCategoryDto	Shared/TalabatkLogic/TalabatkModels/MartSubCategoryDto.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
MenuCategory	Shared/TalabatkLogic/TalabatkModels/MenuCategory.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MainCategory/Restaurant; documented inside the Discovery-Utilities note
MenuCategoryDescription	Shared/TalabatkLogic/TalabatkModels/MenuCategoryDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuCategory; documented inside the Discovery-Utilities note
MenuItem	Shared/TalabatkLogic/TalabatkModels/MenuItem.cs	child	pair	Customer Ordering	Restaurant & Menu Discovery	existing canonical pair MenuItem.business.md + MenuItem.technical.md
MenuItemActivationActorType	Shared/TalabatkLogic/Enum/MenuItemActivationActorType.cs	enum-only	none	-	-	file declares 1 enum(s) and no class; enum values are documented with the entity that uses them
MenuItemActivationChangedEvent	Shared/TalabatkLogic/DomainEvents/MenuItemEvents/MenuItemActivationChangedEvent.cs	domain-event	none	-	-	domain event record raised by an aggregate — a `PreEvent` raised by `MenuItem` when `Active` actually changes (`MenuItemActivationChangedEvent.cs:21`)
MenuItemActivationHistory	Shared/TalabatkLogic/TalabatkModels/MenuItemActivationHistory.cs	child	covered-by:MenuItem	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItem (FK `MenuItemId`, `MenuItemActivationHistory.cs:26`; mapped by `Shared/TalabatkData/Mapping/MenuItemActivationHistoryMap.cs`); append-only activation audit row, private ctor and private setters; documented inside the MenuItem note
MenuItemActivationSource	Shared/TalabatkLogic/Enum/MenuItemActivationSource.cs	enum-only	none	-	-	file declares 1 enum(s) and no class; enum values are documented with the entity that uses them
MenuItemImage	Shared/TalabatkLogic/TalabatkModels/MenuItemImage.cs	child	covered-by:MenuItem	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItem (FK `MenuItemId`, `MenuItemImage.cs:26`; mapped by `Shared/TalabatkData/Mapping/MenuItemImageMap.cs`); gallery row joining the existing ImageBank; documented inside the MenuItem note
MenuItemOptionCategoryDescription	Shared/TalabatkLogic/TalabatkModels/MenuItemOptionCategoryDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItemOptionsCategories/MenuItemPrice; documented inside the Discovery-Utilities note
MenuItemOptionGroup	Shared/TalabatkLogic/TalabatkModels/MenuItemOptionGroup.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItemPrice/Restaurant; documented inside the Discovery-Utilities note
MenuItemOptionGroupDescription	Shared/TalabatkLogic/TalabatkModels/MenuItemOptionGroupDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItemOptionGroup; documented inside the Discovery-Utilities note
MenuItemOptionGroupItem	Shared/TalabatkLogic/TalabatkModels/MenuItemOptionGroupItem.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItemOptionGroup; documented inside the Discovery-Utilities note
MenuItemOptionGroupItemDescription	Shared/TalabatkLogic/TalabatkModels/MenuItemOptionGroupItemDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItemOptionGroupItem; documented inside the Discovery-Utilities note
MenuItemOptions	Shared/TalabatkLogic/TalabatkModels/MenuItemOptions.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by CartItem/CustomerCart/MenuItem; documented inside the Discovery-Utilities note
MenuItemOptionsCategories	Shared/TalabatkLogic/TalabatkModels/MenuItemOptionsCategories.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItemOptionGroup/MenuItemPrice; documented inside the Discovery-Utilities note
MenuItemPrice	Shared/TalabatkLogic/TalabatkModels/MenuItemPrice.cs	child	single	Customer Ordering	Restaurant & Menu Discovery	existing canonical note MenuItemPrice.technical.md
MenuItemPriceDescription	Shared/TalabatkLogic/TalabatkModels/MenuItemPriceDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItem/MenuItemPrice; documented inside the Discovery-Utilities note
MenuItemPriceSku	Shared/TalabatkLogic/TalabatkModels/MenuItemPriceSku.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItemPrice; documented inside the Discovery-Utilities note
MenuItemReplacement	Shared/TalabatkLogic/TalabatkModels/MenuItemReplacement.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by MenuItem; documented inside the Discovery-Utilities note
MerchantAcceptanceReport	Shared/TalabatkLogic/TalabatkModels/MerchantAcceptanceReport.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
MerchantCapacityHours	Shared/TalabatkLogic/TalabatkModels/MerchantCapacityHours.cs	child	covered-by:Merchant-Menu-and-Orders	Restaurant Portal	Merchant Account & Access	child owned by Restaurant; documented inside the Merchant-Menu-and-Orders note
MerchantInstructionsVideos	Shared/TalabatkLogic/TalabatkModels/MerchantInstructionsVideos.cs	legacy-poco-root	covered-by:Merchant-Menu-and-Orders	Restaurant Portal	Merchant Account & Access	legacy-poco-root; documented inside the Merchant-Menu-and-Orders note
MerchantLoyaltyConfig	Shared/TalabatkLogic/TalabatkModels/MerchantLoyaltyConfig.cs	legacy-poco-root	covered-by:Merchant-Menu-and-Orders	Restaurant Portal	Merchant Account & Access	legacy-poco-root; documented inside the Merchant-Menu-and-Orders note
MerchantPerformanceReport	Shared/TalabatkLogic/TalabatkModels/MerchantPerformanceReport.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
MerchantReceivement	Shared/TalabatkLogic/TalabatkModels/MerchantReceivement.cs	legacy-poco-root	covered-by:Merchant-Menu-and-Orders	Restaurant Portal	Merchant Account & Access	legacy-poco-root; documented inside the Merchant-Menu-and-Orders note
MerchantRejectedReport	Shared/TalabatkLogic/TalabatkModels/MerchantRejectedReport.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
MerchantRejectionReasons	Shared/TalabatkLogic/TalabatkModels/MerchantRejectionReasons.cs	legacy-poco-root	covered-by:Merchant-Menu-and-Orders	Restaurant Portal	Merchant Account & Access	legacy-poco-root; documented inside the Merchant-Menu-and-Orders note
MerchantStatementTransaction	Shared/TalabatkLogic/TalabatkModels/MerchantStatementTransaction.cs	child	covered-by:Merchant-Menu-and-Orders	Restaurant Portal	Merchant Account & Access	child owned by Restaurant; documented inside the Merchant-Menu-and-Orders note
NonDeliveryReason	Shared/TalabatkLogic/TalabatkModels/NonDeliveryReason.cs	legacy-poco-root	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Delivery-Requests-and-Suppliers note
Notification	Shared/TalabatkLogic/TalabatkModels/Notification.cs	lookup	covered-by:Notification-Delivery	Customer Ordering	Marketing & Content	lookup; documented inside the Notification-Delivery note
NotificationExecutionHistory	Shared/TalabatkLogic/TalabatkModels/NotificationExecutionHistory.cs	child	covered-by:Notification-Delivery	Customer Ordering	Marketing & Content	child owned by ScheduledNotification; documented inside the Notification-Delivery note
NotificationTarget	Shared/TalabatkLogic/TalabatkModels/NotificationTargets.cs	legacy-poco-root	covered-by:Notification-Delivery	Customer Ordering	Marketing & Content	legacy-poco-root; documented inside the Notification-Delivery note
OfferItem	Shared/TalabatkLogic/TalabatkModels/OfferItem.cs	child	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	child owned by MenuItemPrice/Offers/Order; documented inside the Discount-Resolution note
Offers	Shared/TalabatkLogic/TalabatkModels/Offers.cs	child	pair	Customer Ordering	Discounts & Coupons	existing canonical pair Offers.business.md + Offers.technical.md
OffersDescriptions	Shared/TalabatkLogic/TalabatkModels/OffersDescriptions.cs	child	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	child owned by Offers; documented inside the Discount-Resolution note
Order	Shared/TalabatkLogic/TalabatkModels/Order.Partial.cs	child	pair	Customer Ordering	Order & Fulfilment	existing canonical pair Order.business.md + Order.technical.md
Order	Shared/TalabatkLogic/TalabatkModels/Order.cs	child	pair	Customer Ordering	Order & Fulfilment	existing canonical pair Order.business.md + Order.technical.md
OrderAgentAssignment	Shared/TalabatkLogic/TalabatkModels/OrderAgentAssignment.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by Order; documented inside the Order-Lifecycle note
OrderChat	Shared/TalabatkLogic/TalabatkModels/OrderChat.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
OrderComment	Shared/TalabatkLogic/TalabatkModels/OrderComment.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by Order; documented inside the Order-Lifecycle note
OrderCostHolder	Shared/TalabatkLogic/TalabatkModels/OrderCostHolder.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
OrderCostHolderRestaurant	Shared/TalabatkLogic/TalabatkModels/OrderCostHolderRestaurant.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by OrderCostHolder; documented inside the Order-Lifecycle note
OrderCountTracking	Shared/TalabatkLogic/TalabatkModels/OrderCountTracking.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
OrderDelivery	Shared/TalabatkLogic/TalabatkModels/OrderDelivery.cs	child	pair	Customer Ordering	Order & Fulfilment	existing canonical pair OrderDelivery.business.md + OrderDelivery.technical.md
OrderDeliveryRequest	Shared/TalabatkLogic/TalabatkModels/OrderDeliveryRequest.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
OrderDetailReplacement	Shared/TalabatkLogic/TalabatkModels/OrderDetailReplacement.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by OrderDetails; documented inside the Order-Lifecycle note
OrderDetails	Shared/TalabatkLogic/TalabatkModels/OrderDetails.cs	child	single	Customer Ordering	Order & Fulfilment	existing canonical note OrderDetails.technical.md
OrderDetailsOptions	Shared/TalabatkLogic/TalabatkModels/OrderDetailsOptions.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by OrderDetails; documented inside the Order-Lifecycle note
OrderList	Shared/TalabatkLogic/TalabatkModels/OrderList.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
OrderPayment	Shared/TalabatkLogic/TalabatkModels/OrderPayment.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by Order/OrderPaymentStates; documented inside the Order-Lifecycle note
OrderPaymentStates	Shared/TalabatkLogic/TalabatkModels/OrderPaymentStates.cs	lookup	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	lookup; documented inside the Order-Lifecycle note
OrderRejectedReason	Shared/TalabatkLogic/TalabatkModels/OrderRejectedReason.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
OrderRestaurant	Shared/TalabatkLogic/TalabatkModels/OrderRestaurant.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
OrderRestaurantDelivery	Shared/TalabatkLogic/TalabatkModels/OrderRestaurantDelivery.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by OrderDelivery/OrderRestaurantDetails; documented inside the Order-Lifecycle note
OrderRestaurantDetails	Shared/TalabatkLogic/TalabatkModels/OrderRestaurantDetails.cs	child	single	Customer Ordering	Order & Fulfilment	existing canonical note OrderRestaurantDetails.md
OrderStates	Shared/TalabatkLogic/TalabatkModels/OrderStates.cs	lookup	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	lookup; documented inside the Order-Lifecycle note
OrderStatusHistory	Shared/TalabatkLogic/TalabatkModels/OrderStatusHistory.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by Order; documented inside the Order-Lifecycle note
CartItemOptionPoco	Shared/TalabatkLogic/TalabatkModels/POCOs/CartItemOptionPoco.cs	dto	none	-	-	input/output DTO under a POCOs folder — carries no invariants of its own
CustomerOrdersReport	Shared/TalabatkLogic/TalabatkModels/POCOs/CustomerOrdersReport.cs	dto	none	-	-	input/output DTO under a POCOs folder — carries no invariants of its own
DeliveryBounsTierSpec	Shared/TalabatkLogic/TalabatkModels/POCOs/DeliveryBounsTierSpec.cs	dto	none	-	-	input/output DTO under a POCOs folder — carries no invariants of its own
ExternalCustomerAdressPoco	Shared/TalabatkLogic/TalabatkModels/POCOs/ExternalCustomerAdressPoco.cs	dto	none	-	-	input/output DTO under a POCOs folder — carries no invariants of its own
PayMobTransaction	Shared/TalabatkLogic/TalabatkModels/PayMobTransaction.cs	child	covered-by:Money-Path	Customer Ordering	Payments	child owned by OrderPayment; documented inside the Money-Path note
PaymentMethod	Shared/TalabatkLogic/TalabatkModels/PaymentMethod.cs	legacy-poco-root	single	Customer Ordering	Payments	existing canonical note PaymentMethod.md
PaymentMethodCountries	Shared/TalabatkLogic/TalabatkModels/PaymentMethodCountries.cs	child	covered-by:Money-Path	Customer Ordering	Payments	child owned by Country/PaymentMethod; documented inside the Money-Path note
Permission	Shared/TalabatkLogic/TalabatkModels/Permission.cs	lookup	pair	Identity & Access	Restaurant & Admin User Identity	existing canonical pair Permission.business.md + Permission.technical.md
PrivacyPolicy	Shared/TalabatkLogic/TalabatkModels/PrivacyPolicy.cs	legacy-poco-root	covered-by:Notification-Delivery	Customer Ordering	Marketing & Content	legacy-poco-root; documented inside the Notification-Delivery note
PromoCodeArea	Shared/TalabatkLogic/TalabatkModels/PromoCodeArea.cs	child	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	child owned by PromoCodes; documented inside the Discount-Resolution note
PromoCodeAudience	Shared/TalabatkLogic/TalabatkModels/PromoCodeAudience.cs	child	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	child owned by PromoCodes; documented inside the Discount-Resolution note
PromoCodeCity	Shared/TalabatkLogic/TalabatkModels/PromoCodeCity.cs	child	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	child owned by PromoCodes; documented inside the Discount-Resolution note
PromoCodeCustomer	Shared/TalabatkLogic/TalabatkModels/PromoCodeCustomer.cs	child	covered-by:Discount-Resolution	Customer Ordering	Discounts & Coupons	child owned by PromoCodes; documented inside the Discount-Resolution note
PromoCodeReportResponse	Shared/TalabatkLogic/TalabatkModels/PromoCodeReportResponse.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
PromoCodes	Shared/TalabatkLogic/TalabatkModels/PromoCodes.cs	legacy-poco-root	pair	Customer Ordering	Discounts & Coupons	existing canonical pair PromoCodes.business.md + PromoCodes.technical.md
PromoOrdersReportResponse	Shared/TalabatkLogic/TalabatkModels/PromoOrdersReportResponse.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
ReadyOrder	Shared/TalabatkLogic/TalabatkModels/ReadyOrder.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
ReadyToPickOrdersForDeliveryMenStoredProcure	Shared/TalabatkLogic/TalabatkModels/ReadyToPickOrdersForDeliveryMenStoredProcure.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
RecommendationEventType	Shared/TalabatkLogic/TalabatkModels/RecommendationEventType.cs	enum-only	none	-	-	file declares 1 enum(s) and no class; enum values are documented with the entity that uses them
RecommendationInteractionEvent	Shared/TalabatkLogic/TalabatkModels/RecommendationInteractionEvent.cs	legacy-poco-root	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	legacy-poco-root; documented inside the Discovery-Utilities note
RefreshToken	Shared/TalabatkLogic/TalabatkModels/RefreshToken.cs	lookup	covered-by:Identity	Identity & Access	Authentication & Tokens	lookup; documented inside the Identity note
Request	Shared/TalabatkLogic/TalabatkModels/Request.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
Restaurant	Shared/TalabatkLogic/TalabatkModels/Restaurant.cs	child	pair	Customer Ordering	Restaurant & Menu Discovery	existing canonical pair Restaurant.business.md + Restaurant.technical.md
RestaurantActiveForSearch	Shared/TalabatkLogic/TalabatkModels/RestaurantActiveForSearch.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
RestaurantArea	Shared/TalabatkLogic/TalabatkModels/RestaurantArea.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by Area/Restaurant; documented inside the Discovery-Utilities note
RestaurantDescription	Shared/TalabatkLogic/TalabatkModels/RestaurantDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by Restaurant; documented inside the Discovery-Utilities note
RestaurantFinalScoreRate	Shared/TalabatkLogic/TalabatkModels/RestaurantFinalScoreRate.cs	lookup	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	lookup; documented inside the Discovery-Utilities note
